Year,Player,Tm,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,FantPos,FantPt,VBD,PosRank,OvRank,Height (inches),Weight,Height ft2,Height in2,Hometown,Home state,"town, state",Birth Zip Code,College,College Wins (1999-2013),College Losses (1999-2013),Conference,DOB,Draft Round,Draft Year,Wonderlic,40 Yard,Ten Yd,Arms,Hands,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
2003,Detron Smith,IND,29,11,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,,171,,70,229,#N/A,#N/A,Dallas,TX,"Dallas, TX",75201,Texas A&M,107,79,SEC,2/25/1974,3,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Terrence Murphy,GNB,23,3,0,0,0,0,0,0,0,0,,0,5,36,7.2,0,WR,4,,137,,73,202,6,1,Tyler,TX,"Tyler, TX",75701,Texas A&M,107,79,SEC,12/15/1982,2,2005,0,4.39,1.57,0,0,0,0,0,0,0
2001,Rodney Thomas,ATL,28,12,0,0,0,0,0,0,37,126,3.41,0,2,26,13,0,RB,15,,92,,70,210,#N/A,#N/A,Trinity,TX,"Trinity, TX",75862,Texas A&M,107,79,SEC,3/30/1973,3,1995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Reggie McNeal,CIN,23,7,0,0,0,0,0,0,1,8,8,0,0,0,,0,QB,1,,68,,74,200,6,2,Lufkin,TX,"Lufkin, TX",75901,Texas A&M,107,79,SEC,9/20/1983,6,2006,0,4.4,0,0,0,0,32,121,4.27,6.98
2012,Jorvorskie Lane,MIA,25,16,5,0,0,0,0,0,13,13,1,2,11,79,7.18,1,RB,27,,92,,71,277,#N/A,#N/A,Lufkin,TX,"Lufkin, TX",75901,Texas A&M,107,79,SEC,10/3/2000,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Dante Hall,KAN,26,16,6,0,0,0,0,0,8,56,7,0,25,230,9.2,0,WR,29,,96,,68,187,5,8,Lufkin,TX,"Lufkin, TX",75901,Texas A&M,107,79,SEC,9/20/1978,5,2000,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Boone Stutz,ATL,24,16,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,,106,,78,251,#N/A,#N/A,Fort Worth,TX,"Fort Worth, TX",76101,Texas A&M,107,79,SEC,11/4/1982,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Dan Campbell,DET,32,1,0,0,0,0,0,0,0,0,,0,1,21,21,0,TE,2,,83,,77,263,6,5,Clifton,TX,"Clifton, TX",76634,Texas A&M,107,79,SEC,4/13/1976,3,1999,0,4.85,0,0,0,25,36,121,4.07,7
2008,Robert Ferguson,MIN,29,8,0,0,0,0,0,0,0,0,,0,3,25,8.33,0,WR,3,,143,,73,209,6,1,Houston,TX,"Houston, TX",77001,Texas A&M,107,79,SEC,12/17/1979,2,2001,0,4.48,0,0,0,0,36.5,120,4.07,7.24
2006,Keith Joseph,NOR,25,1,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,,168,,74,223,6,2,Houston,TX,"Houston, TX",77001,Texas A&M,107,79,SEC,12/9/1981,0,0,0,4.68,0,0,0,27,33,113,4.2,7.43
2000,Chris Cole,DEN,23,8,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,145,,73,195,6,1,Orange,TX,"Orange, TX",77630,Texas A&M,107,79,SEC,11/12/1977,0,2000,0,4.37,1.48,0,0,37.5,37.5,125,4.09,6.76
2013,Christine Michael,SEA,23,4,0,0,0,0,0,0,18,79,4.39,0,0,0,,0,RB,8,,116,,70,220,#N/A,#N/A,Beaumont,TX,"Beaumont, TX",77701,Texas A&M,107,79,SEC,1/0/00,2,2013,11,4.54,1.51,31.5,9.375,27,43,125,4.02,6.69
2006,Jason Carter,MIN,24,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,189,,73,205,6,1,Caldwell,TX,"Caldwell, TX",77836,Texas A&M,107,79,SEC,9/15/1982,0,0,0,4.6,0,0,0,0,33,116,4.22,6.89
2000,Clif Groce,CIN,28,8,6,0,0,0,0,0,3,4,1.33,0,11,45,4.09,0,RB,5,,119,,71,245,#N/A,#N/A,College Station,TX,"College Station, TX",77840,Texas A&M,107,79,SEC,7/30/1972,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Stephen McGee,DAL,26,1,0,24,38,182,1,0,4,28,7,0,0,0,,0,QB,14,,54,,74,223,#N/A,#N/A,Round Rock,TX,"Round Rock, TX",78664,Texas A&M,107,79,SEC,9/27/1985,4,2009,0,4.61,0,0,0,0,33,112,4.49,7.34
2008,Matt Schobel,PHI,30,5,1,0,0,0,0,0,0,0,,0,2,10,5,0,TE,1,,89,,77,257,#N/A,#N/A,Columbus,TX,"Columbus, TX",78934,Texas A&M,107,79,SEC,11/4/1978,3,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Jamie McCoy,PIT,25,1,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,,103,,74,240,#N/A,#N/A,Midland,TX,"Midland, TX",79701,Texas A&M,107,79,SEC,8/27/2000,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Ryan Tannehill,MIA,24,16,16,282,484,3294,12,13,49,211,4.31,2,0,0,,0,QB,183,,24,,76,0,#N/A,#N/A,Big Spring,TX,"Big Spring, TX",79720,Texas A&M,107,79,SEC,1/0/00,1,2012,34,4.65,0,32.625,9,0,0,0,0,0
2000,Sirr Parker,CIN,23,2,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,160,,71,196,5,10,Los Angeles,CA,"Los Angeles, CA",90001,Texas A&M,107,79,SEC,10/31/1977,0,0,0,4.55,0,0,0,40,40,122,4.09,6.84
2012,Mike Goodson,OAK,25,12,0,0,0,0,0,0,35,221,6.31,0,16,195,12.19,1,RB,48,,64,,71,195,#N/A,#N/A,Klein,TX,"Klein, TX",#N/A,Texas A&M,107,79,SEC,7/13/2000,4,2009,0,4.46,0,0,0,14,39.5,118,4.22,6.89
2012,Martellus Bennett,NYG,25,16,16,0,0,0,0,0,0,0,,0,55,626,11.38,5,TE,93,,14,,79,248,#N/A,#N/A,San Diego County,TX,"San Diego County, TX",#N/A,Texas A&M,107,79,SEC,9/4/2000,2,2008,0,4.68,0,0,0,18,34,118,4.53,7.64
2012,Brad Smith,BUF,29,15,2,0,1,0,0,1,14,116,8.29,1,14,152,10.86,2,WR,43,,95,,74,0,6,2,Youngstown,OH,"Youngstown, OH",44501,Missouri,109,78,SEC,1/0/00,4,2006,24,4.46,1.59,0,0,0,39.5,128,4.33,7.01
2010,Justin Gage,TEN,29,11,4,0,0,0,0,0,0,0,,0,20,266,13.3,1,WR,33,,105,,76,208,#N/A,#N/A,Indianapolis,IN,"Indianapolis, IN",46201,Missouri,109,78,SEC,1/24/1981,5,2003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,A.J. Ofodile,BAL,26,7,3,0,0,0,0,0,0,0,,0,4,25,6.25,0,TE,3,,80,,78,260,#N/A,#N/A,Detroit,MI,"Detroit, MI",48201,Missouri,109,78,SEC,10/9/1973,5,1994,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Jeremy Maclin,PHI,24,15,15,0,0,0,0,0,0,0,,0,69,857,12.42,7,WR,126,7,27,71,73,200,6,1,Chesterfield,MO,"Chesterfield, MO",63005,Missouri,109,78,SEC,7/18/2000,1,2009,25,4.45,1.58,32.25,9.25,0,0,0,0,0
2012,Blaine Gabbert,JAX,23,10,10,162,278,1662,9,6,18,56,3.11,0,0,0,,0,QB,94,,32,,77,0,#N/A,#N/A,Ballwin,MO,"Ballwin, MO",63011,Missouri,109,78,SEC,1/0/00,1,2011,42,4.61,0,33,10,0,33.5,120,4.26,6.84
2012,Chase Coffman,ATL,26,5,0,0,0,0,0,0,0,0,,0,1,11,11,0,TE,1,,87,,77,250,#N/A,#N/A,Peculiar,MO,"Peculiar, MO",64078,Missouri,109,78,SEC,9/6/2000,3,2009,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Chase Daniel,NOR,26,16,0,1,1,10,0,0,3,17,5.67,0,0,0,,0,QB,2,,58,,73,0,6,1,Irving,TX,"Irving, TX",75014,Missouri,109,78,SEC,1/0/00,0,0,0,4.79,0,0,0,0,33,0,4.31,7.28
2012,Danario Alexander,SDG,26,10,6,0,1,0,0,0,0,0,,0,37,658,17.78,7,WR,108,,39,,77,221,#N/A,#N/A,Marlin,TX,"Marlin, TX",76661,Missouri,109,78,SEC,8/8/2000,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Jerrell Jackson,JAX,22,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,202,,73,190,#N/A,#N/A,Houston,TX,"Houston, TX",77001,Missouri,109,78,SEC,7/8/2000,0,0,0,4.5,1.6,32.875,9.25,22,41,127,4.11,6.82
2013,Michael Egnew,MIA,24,16,5,0,0,0,0,0,0,0,,0,7,69,9.86,0,TE,7,,75,,77,252,#N/A,#N/A,Lubbock,TX,"Lubbock, TX",79401,Missouri,109,78,SEC,1/0/00,3,2012,0,4.52,0,33,9.75,21,36,131,4.32,7.03
2003,Byron Chamberlain,WAS,32,4,1,0,0,0,0,0,0,0,,0,4,29,7.25,0,TE,3,,83,,73,250,#N/A,#N/A,Honolulu,HI,"Honolulu, HI",96801,Missouri,109,78,SEC,10/17/1971,7,1995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2001,Brock Olivo,DET,25,16,0,0,0,0,0,0,1,6,6,0,0,0,,0,RB,1,,133,,73,226,#N/A,#N/A,St. Louis,MO,"St. Louis, MO",63101,Missouri,109,78,SEC,6/24/1976,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Dwayne Blakley,ATL,28,12,3,0,0,0,0,0,0,0,,0,7,48,6.86,0,TE,5,,75,,76,257,6,5,St. Joseph,MO,"St. Joseph, MO",#N/A,Missouri,109,78,SEC,8/10/1979,0,0,0,4.96,0,0,0,21,32.5,107,4.29,7.33
2006,Damien Nash,DEN,24,3,0,0,0,0,0,0,18,66,3.67,0,4,41,10.25,0,RB,11,,104,,70,215,#N/A,#N/A,St. Louis,MO,"St. Louis, MO",63101,Missouri,109,78,SEC,4/14/1982,5,2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,Martin Rucker,DAL,25,5,1,0,0,0,0,0,0,0,,0,0,0,,0,TE,,,105,,77,238,#N/A,#N/A,St. Joseph,MO,"St. Joseph, MO",#N/A,Missouri,109,78,SEC,5/4/1985,4,2008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Andrew Pinnock,SDG,27,10,3,0,0,0,0,0,4,1,0.25,0,1,5,5,0,RB,1,,136,,12,260,5,10,Hartford,CT,"Hartford, CT",6101,South Carolina,110,76,SEC,3/12/1980,7,2003,0,4.62,0,0,0,22,0,0,0,0
2008,Cory Boyd,DEN,23,1,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,,158,,73,212,6,1,Orange,NJ,"Orange, NJ",7050,South Carolina,110,76,SEC,8/6/1985,7,2008,0,4.52,0,0,0,25,33.5,118,4.24,6.97
2004,Rod Trafford,BUF,26,4,0,0,0,0,0,0,0,0,,0,3,25,8.33,0,TE,3,,88,,75,250,#N/A,#N/A,Morristown,NJ,"Morristown, NJ",7960,South Carolina,110,76,SEC,11/29/1978,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Weslye Saunders,IND,23,11,4,0,0,0,0,0,0,0,,0,2,15,7.5,0,TE,2,,85,,77,270,6,5,Durham,NC,"Durham, NC",27701,South Carolina,110,76,SEC,9/26/2000,0,0,0,4.82,0,35.625,10.5,19,33.5,0,0,0
2012,Sidney Rice,SEA,26,16,16,1,2,25,0,0,2,6,3,0,50,748,14.96,7,WR,118,,31,,76,200,6,4,Gaffney,SC,"Gaffney, SC",29340,South Carolina,110,76,SEC,7/18/2000,2,2007,0,4.51,1.47,0,0,0,39.5,119,4.34,7.09
1999,Zola Davis,CLE,24,6,1,0,0,0,0,0,0,0,,0,2,38,19,0,WR,4,,132,,73,185,#N/A,#N/A,Charleston,SC,"Charleston, SC",29401,South Carolina,110,76,SEC,1/16/1975,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Brandon Bennett,CAR,31,8,0,0,0,0,0,0,6,17,2.83,1,0,0,,0,RB,8,,113,,71,220,#N/A,#N/A,Greenville,SC,"Greenville, SC",29601,South Carolina,110,76,SEC,2/3/1973,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Robert Brooks,DEN,30,4,0,0,0,0,0,0,0,0,,0,3,51,17,0,WR,5,,128,,73,177,#N/A,#N/A,Greenwood,SC,"Greenwood, SC",29646,South Carolina,110,76,SEC,6/23/1970,0,1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Kenny McKinley,DEN,22,8,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,156,,71,182,6,1,Mableton,GA,"Mableton, GA",30126,South Carolina,110,76,SEC,1/31/1987,5,2009,0,4.37,0,31.25,9,0,37,113,4.1,6.96
2004,Stanley Pritchett,ATL,31,14,2,0,0,0,0,0,6,18,3,0,2,5,2.5,1,RB,8,,109,,74,250,#N/A,#N/A,Atlanta,GA,"Atlanta, GA",30301,South Carolina,110,76,SEC,12/22/1973,4,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Marcus Robinson,MIN,31,10,3,0,0,0,0,0,0,0,,0,29,381,13.14,4,WR,62,,68,,75,215,#N/A,#N/A,Fort Valley,GA,"Fort Valley, GA",31030,South Carolina,110,76,SEC,2/27/1975,4,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Troy Hambrick,ARI,28,10,0,0,0,0,0,0,63,283,4.49,1,4,16,4,1,RB,42,,67,,73,233,6,1,Lacoochee,FL,"Lacoochee, FL",33537,South Carolina,110,76,SEC,11/6/1976,0,0,0,4.66,0,0,0,21,34.5,118,4.44,7.48
2006,Duce Staley,PIT,31,1,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,,167,,71,242,#N/A,#N/A,Tampa,FL,"Tampa, FL",33601,South Carolina,110,76,SEC,2/27/1975,3,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Jared Cook,TEN,25,13,5,0,0,0,0,0,0,0,,0,44,523,11.89,4,TE,74,,20,,76,235,6,5,Birmingham,AL,"Birmingham, AL",35201,South Carolina,110,76,SEC,8/22/2000,3,2009,0,4.49,0,0,0,23,41,123,0,0
2006,James Adkisson,OAK,26,2,0,0,0,0,0,0,0,0,,0,1,9,9,0,WR,1,,161,,77,230,#N/A,#N/A,St. Louis,MO,"St. Louis, MO",63101,South Carolina,110,76,SEC,1/11/1980,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Alshon Jeffery,CHI,22,10,6,0,0,0,0,0,0,0,,0,24,367,15.29,3,WR,55,,77,,76,230,#N/A,#N/A,St. Matthews,SC,"St. Matthews, SC",#N/A,South Carolina,110,76,SEC,8/17/2000,2,2012,0,4.48,1.64,33,10.25,0,0,0,0,0
2009,Mark Jones,TEN,29,3,0,0,0,0,0,0,0,0,,0,1,9,9,0,WR,1,,137,,69,185,#N/A,#N/A,Wallingford,PA,"Wallingford, PA",19086,Tennessee,113,75,SEC,11/3/1980,7,2004,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Charlie Garner,TAM,32,3,3,0,0,0,0,0,30,111,3.7,0,9,62,6.89,0,RB,17,,90,,70,190,#N/A,#N/A,Fairfax,VA,"Fairfax, VA",22030,Tennessee,113,75,SEC,2/13/1972,2,1994,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Justin Hunter,TEN,22,14,0,0,0,0,0,0,0,0,,0,18,354,19.67,4,WR,59,,73,,76,196,#N/A,#N/A,Virginia Beach,VA,"Virginia Beach, VA",23450,Tennessee,113,75,SEC,5/20/1991,2,2013,12,4.44,1.54,33.25,9.375,0,39.5,136,4.33,0
2003,Phillip Crosby,BUF,27,3,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,,154,,73,242,#N/A,#N/A,Bessemer City,NC,"Bessemer City, NC",28016,Tennessee,113,75,SEC,11/5/1976,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Jay Graham,GNB,27,3,0,0,0,0,0,0,1,3,3,0,2,6,3,0,RB,1,,130,,73,220,#N/A,#N/A,Concord,NC,"Concord, NC",28025,Tennessee,113,75,SEC,7/14/1975,3,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Montario Hardesty,CLE,25,14,1,0,0,0,0,0,65,271,4.17,1,2,16,8,0,RB,35,,77,,71,205,6,1,New Bern,NC,"New Bern, NC",28560,Tennessee,113,75,SEC,7/23/2000,2,2010,25,4.49,0,31,9.5,21,41,124,4.14,6.87
2006,Shawn Bryson,DET,30,6,1,0,0,0,0,0,2,1,0.5,0,8,98,12.25,1,RB,16,,95,,73,228,6,1,Franklin,NC,"Franklin, NC",28734,Tennessee,113,75,SEC,11/30/1976,3,1999,0,4.63,0,0,0,18,38.5,128,0,0
2000,Carl Pickens,TEN,30,9,6,0,0,0,0,0,0,0,,0,10,242,24.2,0,WR,24,,95,,74,206,#N/A,#N/A,Murphy,NC,"Murphy, NC",28906,Tennessee,113,75,SEC,3/23/1970,0,1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Cordarrelle Patterson,MIN,22,16,6,0,0,0,0,0,12,158,13.17,3,45,469,10.42,4,WR,105,,38,,74,216,#N/A,#N/A,Rock Hill,SC,"Rock Hill, SC",29730,Tennessee,113,75,SEC,3/17/1991,1,2013,11,4.42,1.55,31.75,9,0,37,128,0,0
2009,Jamal Lewis,CLE,30,9,8,0,0,0,0,0,143,500,3.5,0,8,88,11,0,RB,61,,54,,71,240,6,1,Atlanta,GA,"Atlanta, GA",30301,Tennessee,113,75,SEC,8/29/1979,1,2000,0,4.58,0,0,0,23,0,0,0,0
2007,Travis Henry,DEN,29,12,7,0,0,0,0,0,167,691,4.14,4,7,65,9.29,0,RB,100,,39,,69,215,5,9,Frostproof,FL,"Frostproof, FL",33843,Tennessee,113,75,SEC,10/29/1978,2,2001,0,4.61,0,0,0,23,35.5,0,0,0
1999,Alvin Harper,DAL,31,2,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,154,,75,210,#N/A,#N/A,Lake Wales,FL,"Lake Wales, FL",33853,Tennessee,113,75,SEC,7/6/1978,1,1991,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Joey Kent,TEN,25,8,0,0,0,0,0,0,0,0,,0,3,42,14,0,WR,4,,131,,73,191,#N/A,#N/A,Huntsville,AL,"Huntsville, AL",35801,Tennessee,113,75,SEC,4/23/1974,2,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Tee Martin,OAK,25,2,0,6,16,69,0,1,5,28,5.6,0,0,0,,0,QB,4,,62,,74,225,6,2,Mobile,AL,"Mobile, AL",36601,Tennessee,113,75,SEC,7/25/1978,5,2000,11,4.58,0,0,0,34.5,34.5,113,0,0
2002,Travis Stephens,TAM,24,1,0,0,0,0,0,0,0,0,,0,1,6,6,0,RB,1,,134,,68,194,5,8,Clarksville,TN,"Clarksville, TN",37040,Tennessee,113,75,SEC,6/26/1978,4,2002,0,4.6,0,0,0,32,32,121,0,0
2005,Troy Fleming,TEN,25,13,2,0,0,0,0,0,0,0,,0,10,69,6.9,1,RB,13,,95,,74,230,6,1,Franklin,TN,"Franklin, TN",37064,Tennessee,113,75,SEC,10/1/1980,6,2004,0,4.62,0,0,0,0,32,120,3.95,6.94
2002,James Stewart,DET,31,14,9,0,1,0,0,0,231,1021,4.42,4,46,333,7.24,2,RB,171,17,23,60,73,224,#N/A,#N/A,Morristown,TN,"Morristown, TN",37813,Tennessee,113,75,SEC,12/27/1971,1,1995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Lee Smith,BUF,25,16,7,0,0,0,0,0,0,0,,0,4,13,3.25,2,TE,13,,52,,78,269,6,6,Powell,TN,"Powell, TN",37849,Tennessee,113,75,SEC,9/25/2000,5,0,0,4.94,0,34.375,9.75,25,29,108,4.28,7.16
2009,Brad Cottam,KAN,25,8,1,0,0,0,0,0,0,0,,0,9,120,13.33,0,TE,12,,60,,80,271,6,8,Germantown,TN,"Germantown, TN",38138,Tennessee,113,75,SEC,11/28/1984,3,2008,0,4.63,0,0,0,24,33,0,0,0
2012,Luke Stocker,TAM,24,16,11,0,0,0,0,0,0,0,,0,16,165,10.31,1,TE,23,,47,,77,255,6,5,Berea,KY,"Berea, KY",40403,Tennessee,113,75,SEC,9/11/2000,4,2011,0,4.68,0,33,9.75,27,33,115,4.4,7.03
2010,David Martin,BUF,31,16,9,0,0,0,0,0,0,0,,0,7,43,6.14,1,TE,10,,63,,76,260,6,4,Fort Campbell,KY,"Fort Campbell, KY",42223,Tennessee,113,75,SEC,3/13/1979,6,2001,0,4.76,0,0,0,0,37,127,0,0
1999,Andy McCullough,ARI,24,2,0,0,0,0,0,0,0,0,,0,3,45,15,0,WR,5,,130,,75,210,#N/A,#N/A,Dayton,OH,"Dayton, OH",45400,Tennessee,113,75,SEC,11/11/1975,7,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Peerless Price,BUF,31,4,4,0,0,0,0,0,0,0,,0,7,68,9.71,0,WR,7,,135,,12,190,5,11,Dayton,OH,"Dayton, OH",45400,Tennessee,113,75,SEC,10/27/1976,2,1999,0,4.55,0,0,0,0,35,116,4.09,7.28
2006,Eric Parker,SDG,27,15,12,0,0,0,0,0,2,19,9.5,0,48,659,13.73,0,WR,68,,61,,73,180,#N/A,#N/A,Chicago,IL,"Chicago, IL",60290,Tennessee,113,75,SEC,4/14/1979,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Peyton Manning,DEN,36,16,16,400,583,4659,37,11,23,6,0.26,0,0,0,,0,QB,311,60,6,27,77,0,#N/A,#N/A,New Orleans,LA,"New Orleans, LA",70112,Tennessee,113,75,SEC,1/0/00,1,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Cedric Houston,NYJ,24,8,1,0,0,0,0,0,113,374,3.31,5,7,43,6.14,0,RB,72,,47,,71,225,#N/A,#N/A,Clarendon,AR,"Clarendon, AR",72029,Tennessee,113,75,SEC,6/28/1982,6,2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Robert Meachem,SDG,28,15,3,0,0,0,0,0,1,-6,-6,0,14,207,14.79,2,WR,32,,102,,74,214,6,2,Tulsa,OK,"Tulsa, OK",74101,Tennessee,113,75,SEC,8/1/2000,1,2007,0,4.39,1.51,0,0,0,37.5,121,4.31,6.97
2012,Denarius Moore,OAK,24,15,15,0,0,0,0,0,1,-5,-5,0,51,741,14.53,7,WR,116,,33,,73,195,#N/A,#N/A,Tatum,TX,"Tatum, TX",75691,Tennessee,113,75,SEC,7/13/2000,5,2011,0,4.43,1.55,33,9.5,13,36,118,4.15,6.78
2012,Arian Foster,HOU,26,16,16,0,0,0,0,0,351,1424,4.06,15,40,217,5.43,2,RB,262,145,3,3,73,232,#N/A,#N/A,San Diego,CA,"San Diego, CA",92101,Tennessee,113,75,SEC,8/19/2000,0,0,0,4.68,0,0,0,23,0,0,0,0
2012,Donte' Stallworth,NWE,32,1,0,0,0,0,0,0,0,0,,0,1,63,63,1,WR,12,,134,,73,197,#N/A,#N/A,Sacramento,CA,"Sacramento, CA",94203,Tennessee,113,75,SEC,7/15/2000,1,2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Onterrio Smith,MIN,24,11,6,0,0,0,0,0,124,544,4.39,2,36,394,10.94,2,RB,120,,31,,70,214,5,10,Sacramento,CA,"Sacramento, CA",94203,Tennessee,113,75,SEC,12/8/1980,4,0,0,4.48,0,0,0,19,0,0,0,0
2013,Matt Simms,NYJ,25,3,0,16,31,156,1,1,5,37,7.4,0,0,0,,0,QB,10,,52,,75,210,#N/A,#N/A,0,,"0, ",#N/A,Tennessee,113,75,SEC,1/0/00,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Mychal Rivera,OAK,23,16,3,0,0,0,0,0,0,0,,0,38,407,10.71,4,TE,65,,22,,75,242,#N/A,#N/A,0,,"0, ",#N/A,Tennessee,113,75,SEC,1/0/00,6,2013,0,4.81,1.69,32.625,10.25,17,31,112,4.43,7.17
2013,Dallas Thomas,MIA,24,7,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,,174,,77,306,#N/A,#N/A,0,,"0, ",#N/A,Tennessee,113,75,SEC,1/0/00,3,2013,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Mark Ingram,NOR,23,16,5,0,0,0,0,0,156,602,3.86,5,6,29,4.83,0,RB,93,,33,,70,215,5,9,Hackensack,NJ,"Hackensack, NJ",7601,Alabama,114,58,SEC,8/2/2000,1,2011,0,4.62,0,30.75,9.5,21,31.5,113,4.62,7.13
2005,Jason McAddley,SFO,26,12,2,0,0,0,0,0,0,0,,0,7,125,17.86,0,WR,13,,121,,74,200,6,2,Brooklyn,NY,"Brooklyn, NY",11201,Alabama,114,58,SEC,7/28/1979,5,2002,0,4.47,0,0,0,0,36.5,123,4.09,6.83
2012,Mike Johnson,ATL,25,16,1,0,0,0,0,0,0,0,,0,1,1,1,1,TE,6,,69,,78,301,6,1,Pensacola,FL,"Pensacola, FL",32501,Alabama,114,58,SEC,4/2/1987,0,0,0,5.37,0,32.5,9.75,0,25,0,5.01,8.15
2012,Trent Richardson,CLE,21,15,15,0,0,0,0,0,267,950,3.56,11,51,367,7.2,1,RB,204,87,9,15,69,228,#N/A,#N/A,Pensacola,FL,"Pensacola, FL",32501,Alabama,114,58,SEC,8/15/2000,1,2012,0,4.49,0,30.25,9.5,0,0,0,0,0
